Date,Open,High,Low,Close,Adj Close,Volume
2018-10-01,260.000000,260.000000,256.000000,260.000000,260.000000,1279100
2018-10-02,260.000000,262.000000,254.000000,256.000000,256.000000,1230500
2018-10-03,254.000000,260.000000,252.000000,260.000000,260.000000,516600
2018-10-04,260.000000,260.000000,252.000000,254.000000,254.000000,995000
2018-10-05,254.000000,254.000000,250.000000,254.000000,254.000000,1128800
2018-10-08,254.000000,256.000000,250.000000,256.000000,256.000000,476700
2018-10-09,252.000000,254.000000,250.000000,254.000000,254.000000,594300
2018-10-10,252.000000,252.000000,250.000000,252.000000,252.000000,1717800
2018-10-11,246.000000,252.000000,242.000000,244.000000,244.000000,1853400
2018-10-12,244.000000,246.000000,242.000000,244.000000,244.000000,763400
2018-10-15,244.000000,246.000000,238.000000,242.000000,242.000000,2425300
2018-10-16,242.000000,242.000000,232.000000,242.000000,242.000000,364800
2018-10-17,240.000000,246.000000,238.000000,246.000000,246.000000,568800
2018-10-18,246.000000,248.000000,242.000000,246.000000,246.000000,541000
2018-10-19,246.000000,248.000000,242.000000,242.000000,242.000000,425100
2018-10-22,246.000000,246.000000,240.000000,242.000000,242.000000,409600
2018-10-23,242.000000,246.000000,236.000000,242.000000,242.000000,902000
2018-10-24,244.000000,256.000000,238.000000,240.000000,240.000000,2813800
2018-10-25,244.000000,244.000000,236.000000,240.000000,240.000000,511600
2018-10-26,238.000000,240.000000,236.000000,240.000000,240.000000,267100
2018-10-29,240.000000,240.000000,234.000000,240.000000,240.000000,704400
2018-10-30,238.000000,244.000000,230.000000,240.000000,240.000000,2536400
2018-10-31,242.000000,250.000000,240.000000,246.000000,246.000000,1460200
2018-11-01,248.000000,248.000000,244.000000,248.000000,248.000000,904500
2018-11-02,248.000000,252.000000,246.000000,252.000000,252.000000,3032800
2018-11-05,252.000000,258.000000,246.000000,254.000000,254.000000,1021400
2018-11-06,256.000000,262.000000,254.000000,262.000000,262.000000,2165500
2018-11-07,262.000000,264.000000,258.000000,260.000000,260.000000,2299600
2018-11-08,260.000000,262.000000,254.000000,256.000000,256.000000,882800
2018-11-09,258.000000,258.000000,252.000000,258.000000,258.000000,538400
2018-11-12,258.000000,258.000000,252.000000,256.000000,256.000000,618000
2018-11-13,256.000000,260.000000,250.000000,260.000000,260.000000,834000
2018-11-14,260.000000,260.000000,252.000000,258.000000,258.000000,316800
2018-11-15,258.000000,258.000000,254.000000,258.000000,258.000000,450000
2018-11-16,258.000000,262.000000,252.000000,252.000000,252.000000,1957600
2018-11-19,252.000000,254.000000,250.000000,254.000000,254.000000,356200
2018-11-20,254.000000,254.000000,254.000000,254.000000,254.000000,0
2018-11-21,252.000000,258.000000,250.000000,258.000000,258.000000,501000
2018-11-22,258.000000,258.000000,246.000000,254.000000,254.000000,1761600
2018-11-23,254.000000,254.000000,248.000000,254.000000,254.000000,822200
2018-11-26,254.000000,254.000000,242.000000,246.000000,246.000000,1899700
2018-11-27,248.000000,248.000000,236.000000,240.000000,240.000000,1989500
2018-11-28,240.000000,246.000000,240.000000,240.000000,240.000000,775000
2018-11-29,238.000000,246.000000,238.000000,240.000000,240.000000,2350200
2018-11-30,230.000000,242.000000,230.000000,240.000000,240.000000,1780800
2018-12-03,230.000000,242.000000,230.000000,242.000000,242.000000,1664500
2018-12-04,232.000000,242.000000,232.000000,240.000000,240.000000,328100
2018-12-05,238.000000,250.000000,236.000000,250.000000,250.000000,1559300
2018-12-06,250.000000,252.000000,244.000000,248.000000,248.000000,2644000
2018-12-07,248.000000,248.000000,244.000000,246.000000,246.000000,609500
2018-12-10,244.000000,248.000000,242.000000,244.000000,244.000000,1701200
2018-12-11,246.000000,246.000000,238.000000,238.000000,238.000000,928100
2018-12-12,238.000000,242.000000,232.000000,236.000000,236.000000,6524100
2018-12-13,236.000000,238.000000,236.000000,238.000000,238.000000,1970600
2018-12-14,238.000000,238.000000,236.000000,238.000000,238.000000,1688400
2018-12-17,236.000000,238.000000,230.000000,230.000000,230.000000,3297100
2018-12-18,230.000000,230.000000,224.000000,230.000000,230.000000,3008300
2018-12-19,230.000000,232.000000,228.000000,230.000000,230.000000,15978900
