Date,Open,High,Low,Close,Adj Close,Volume
2018-12-20,232.000000,244.000000,232.000000,242.000000,242.000000,2917200
2018-12-21,240.000000,270.000000,238.000000,258.000000,258.000000,10514200
2018-12-24,258.000000,258.000000,258.000000,258.000000,258.000000,0
2018-12-25,258.000000,258.000000,258.000000,258.000000,258.000000,0
2018-12-26,258.000000,322.000000,258.000000,310.000000,310.000000,47420600
2018-12-27,314.000000,320.000000,300.000000,302.000000,302.000000,22335700
2018-12-28,304.000000,324.000000,280.000000,302.000000,302.000000,26937600
2018-12-31,302.000000,302.000000,302.000000,302.000000,302.000000,0
2019-01-01,302.000000,302.000000,302.000000,302.000000,302.000000,0
2019-01-02,308.000000,312.000000,300.000000,308.000000,308.000000,4860800
2019-01-03,308.000000,310.000000,302.000000,310.000000,310.000000,2158800
2019-01-04,310.000000,312.000000,302.000000,310.000000,310.000000,2216900
2019-01-07,310.000000,316.000000,308.000000,310.000000,310.000000,5147400
2019-01-08,312.000000,354.000000,310.000000,346.000000,346.000000,23403500
2019-01-09,348.000000,350.000000,332.000000,338.000000,338.000000,8705700
2019-01-10,338.000000,346.000000,330.000000,338.000000,338.000000,4324100
2019-01-11,340.000000,344.000000,334.000000,340.000000,340.000000,2543700
2019-01-14,336.000000,344.000000,334.000000,342.000000,342.000000,1816800
2019-01-15,340.000000,358.000000,340.000000,356.000000,356.000000,11335000
2019-01-16,360.000000,360.000000,346.000000,354.000000,354.000000,5867100
2019-01-17,354.000000,354.000000,342.000000,346.000000,346.000000,7265500
2019-01-18,350.000000,350.000000,326.000000,334.000000,334.000000,7770800
2019-01-21,334.000000,348.000000,328.000000,340.000000,340.000000,4463600
2019-01-22,348.000000,350.000000,300.000000,306.000000,306.000000,30541300
2019-01-23,306.000000,320.000000,300.000000,306.000000,306.000000,12738100
2019-01-24,308.000000,310.000000,300.000000,304.000000,304.000000,7017500
2019-01-25,306.000000,308.000000,300.000000,302.000000,302.000000,5849100
2019-01-28,304.000000,308.000000,300.000000,300.000000,300.000000,7498900
2019-01-29,302.000000,302.000000,292.000000,294.000000,294.000000,3635000
2019-01-30,296.000000,298.000000,288.000000,294.000000,294.000000,2390300
2019-01-31,294.000000,316.000000,294.000000,306.000000,306.000000,16758300
2019-02-01,310.000000,332.000000,298.000000,300.000000,300.000000,79939400
2019-02-04,300.000000,302.000000,296.000000,298.000000,298.000000,4485700
2019-02-05,298.000000,298.000000,298.000000,298.000000,298.000000,0
2019-02-06,296.000000,310.000000,296.000000,306.000000,306.000000,9189500
2019-02-07,306.000000,340.000000,306.000000,340.000000,340.000000,71569700
2019-02-08,342.000000,398.000000,330.000000,392.000000,392.000000,173330800
2019-02-11,396.000000,398.000000,380.000000,388.000000,388.000000,46041000
2019-02-12,390.000000,394.000000,362.000000,380.000000,380.000000,25743100
2019-02-13,384.000000,388.000000,362.000000,366.000000,366.000000,10640600
2019-02-14,350.000000,372.000000,350.000000,366.000000,366.000000,5201100
2019-02-15,364.000000,374.000000,336.000000,340.000000,340.000000,13421700
2019-02-18,340.000000,360.000000,340.000000,350.000000,350.000000,7666000
2019-02-19,354.000000,372.000000,340.000000,350.000000,350.000000,15910600
2019-02-20,350.000000,356.000000,346.000000,352.000000,352.000000,4464700
2019-02-21,350.000000,362.000000,338.000000,338.000000,338.000000,10850600
2019-02-22,334.000000,342.000000,320.000000,320.000000,320.000000,18635700
2019-02-25,324.000000,364.000000,322.000000,360.000000,360.000000,39586700
2019-02-26,366.000000,382.000000,338.000000,340.000000,340.000000,67251000
2019-02-27,338.000000,346.000000,324.000000,334.000000,334.000000,34768200
2019-02-28,330.000000,340.000000,320.000000,324.000000,324.000000,18506700
2019-03-01,328.000000,330.000000,320.000000,324.000000,324.000000,3974500
2019-03-04,324.000000,328.000000,324.000000,328.000000,328.000000,4512100
2019-03-05,330.000000,340.000000,322.000000,322.000000,322.000000,4134300
2019-03-06,322.000000,326.000000,308.000000,312.000000,312.000000,14405500
2019-03-07,312.000000,312.000000,312.000000,312.000000,312.000000,0
2019-03-08,312.000000,318.000000,310.000000,316.000000,316.000000,3888600
2019-03-11,316.000000,330.000000,312.000000,324.000000,324.000000,12393300
2019-03-12,326.000000,330.000000,320.000000,320.000000,320.000000,9537400
2019-03-13,326.000000,330.000000,310.000000,318.000000,318.000000,12280800
2019-03-14,318.000000,320.000000,302.000000,312.000000,312.000000,13055800
2019-03-15,312.000000,322.000000,312.000000,314.000000,314.000000,10385100
2019-03-18,316.000000,326.000000,304.000000,314.000000,314.000000,124732900
2019-03-19,318.000000,360.000000,318.000000,342.000000,342.000000,111870000
2019-03-20,354.000000,356.000000,332.000000,332.000000,332.000000,38973000
2019-03-21,334.000000,340.000000,324.000000,328.000000,328.000000,16721100
2019-03-22,324.000000,344.000000,324.000000,334.000000,334.000000,18157400
2019-03-25,332.000000,332.000000,306.000000,312.000000,312.000000,38777400
2019-03-26,314.000000,318.000000,308.000000,310.000000,310.000000,26916100
2019-03-27,310.000000,352.000000,310.000000,350.000000,350.000000,141522000
2019-03-28,354.000000,354.000000,336.000000,350.000000,350.000000,38373000
2019-03-29,342.000000,354.000000,326.000000,330.000000,330.000000,55188500
2019-04-01,332.000000,340.000000,324.000000,334.000000,334.000000,24749600
2019-04-02,336.000000,344.000000,332.000000,334.000000,334.000000,42267200
2019-04-03,334.000000,334.000000,334.000000,334.000000,334.000000,0
2019-04-04,336.000000,340.000000,332.000000,336.000000,336.000000,29340700
2019-04-05,334.000000,336.000000,326.000000,330.000000,330.000000,5206100
2019-04-08,332.000000,336.000000,324.000000,326.000000,326.000000,17574700
2019-04-09,326.000000,330.000000,320.000000,324.000000,324.000000,15140900
2019-04-10,326.000000,342.000000,324.000000,330.000000,330.000000,25243600
2019-04-11,332.000000,334.000000,324.000000,332.000000,332.000000,14410000
2019-04-12,336.000000,336.000000,326.000000,328.000000,328.000000,7687000
2019-04-15,326.000000,338.000000,326.000000,332.000000,332.000000,32236500
2019-04-16,332.000000,348.000000,332.000000,346.000000,346.000000,63201200
2019-04-17,346.000000,346.000000,346.000000,346.000000,346.000000,0
2019-04-18,348.000000,364.000000,344.000000,358.000000,358.000000,63771500
2019-04-19,358.000000,358.000000,358.000000,358.000000,358.000000,0
2019-04-22,358.000000,372.000000,348.000000,356.000000,356.000000,76699500
2019-04-23,366.000000,366.000000,354.000000,360.000000,360.000000,22871600
2019-04-24,364.000000,382.000000,360.000000,382.000000,382.000000,74514500
2019-04-25,384.000000,410.000000,376.000000,410.000000,410.000000,119695600
2019-04-26,420.000000,420.000000,392.000000,400.000000,400.000000,71581000
2019-04-29,402.000000,408.000000,398.000000,406.000000,406.000000,30411500
2019-04-30,416.000000,452.000000,412.000000,442.000000,442.000000,135037500
2019-05-01,442.000000,442.000000,442.000000,442.000000,442.000000,0
2019-05-02,442.000000,448.000000,434.000000,444.000000,444.000000,35576800
2019-05-03,446.000000,458.000000,428.000000,454.000000,454.000000,47265100
2019-05-06,454.000000,476.000000,438.000000,470.000000,470.000000,55432300
2019-05-07,470.000000,505.000000,464.000000,498.000000,498.000000,74862300
2019-05-08,498.000000,505.000000,484.000000,496.000000,496.000000,34375100
2019-05-09,500.000000,500.000000,470.000000,480.000000,480.000000,47554100
2019-05-10,482.000000,520.000000,470.000000,510.000000,510.000000,91302700
