Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,1025.000000,1025.000000,975.000000,980.000000,964.195984,222915600
2019-02-12,980.000000,995.000000,935.000000,960.000000,944.518494,182840300
2019-02-13,975.000000,1040.000000,950.000000,1010.000000,993.712158,277124100
2019-02-14,1020.000000,1030.000000,985.000000,1000.000000,983.873413,139034400
2019-02-15,990.000000,995.000000,950.000000,950.000000,934.679749,142476600
2019-02-18,975.000000,1020.000000,970.000000,995.000000,978.954041,173591600
2019-02-19,1000.000000,1055.000000,995.000000,1025.000000,1008.470276,255674400
2019-02-20,1040.000000,1090.000000,1040.000000,1060.000000,1042.905884,261788400
2019-02-21,1080.000000,1085.000000,1030.000000,1035.000000,1018.309021,158909700
2019-02-22,1035.000000,1060.000000,1010.000000,1055.000000,1037.986450,129281800
2019-02-25,1065.000000,1090.000000,1060.000000,1085.000000,1067.502686,177237000
2019-02-26,1075.000000,1075.000000,1035.000000,1045.000000,1028.147705,148389300
2019-02-27,1055.000000,1060.000000,1030.000000,1030.000000,1013.389648,61838900
2019-02-28,1040.000000,1045.000000,980.000000,1015.000000,998.631531,192898000
2019-03-01,1000.000000,1055.000000,1000.000000,1055.000000,1037.986450,117661600
2019-03-04,1060.000000,1075.000000,1045.000000,1050.000000,1033.067139,100864600
2019-03-05,1040.000000,1065.000000,1015.000000,1035.000000,1018.309021,126418900
2019-03-06,1050.000000,1065.000000,1040.000000,1045.000000,1028.147705,87855200
2019-03-07,1045.000000,1045.000000,1045.000000,1045.000000,1028.147705,0
2019-03-08,1010.000000,1015.000000,990.000000,990.000000,974.034668,137044900
2019-03-11,1010.000000,1025.000000,990.000000,1000.000000,983.873413,113206700
2019-03-12,1010.000000,1015.000000,955.000000,970.000000,954.357239,112741300
2019-03-13,975.000000,990.000000,960.000000,975.000000,959.276611,70906700
2019-03-14,975.000000,975.000000,960.000000,970.000000,954.357239,52086700
2019-03-15,965.000000,990.000000,950.000000,980.000000,964.195984,52543600
2019-03-18,980.000000,985.000000,950.000000,955.000000,939.599121,66583200
2019-03-19,960.000000,975.000000,955.000000,960.000000,944.518494,54664800
2019-03-20,960.000000,980.000000,960.000000,960.000000,944.518494,46591800
2019-03-21,970.000000,980.000000,960.000000,960.000000,944.518494,36264300
2019-03-22,960.000000,965.000000,950.000000,960.000000,944.518494,30085500
2019-03-25,940.000000,945.000000,910.000000,920.000000,905.163574,91297400
2019-03-26,925.000000,940.000000,910.000000,920.000000,905.163574,46660500
2019-03-27,925.000000,925.000000,895.000000,900.000000,885.486084,43588200
2019-03-28,895.000000,915.000000,880.000000,885.000000,870.727966,67961100
2019-03-29,880.000000,895.000000,870.000000,890.000000,875.647339,57042100
2019-04-01,900.000000,945.000000,900.000000,940.000000,924.841003,116863400
2019-04-02,940.000000,950.000000,920.000000,925.000000,910.082947,92989900
2019-04-03,925.000000,925.000000,925.000000,925.000000,910.082947,0
2019-04-04,935.000000,945.000000,910.000000,915.000000,900.244202,43020200
2019-04-05,910.000000,925.000000,900.000000,900.000000,885.486084,27980200
2019-04-08,905.000000,910.000000,880.000000,885.000000,870.727966,58264600
2019-04-09,885.000000,915.000000,885.000000,905.000000,890.405457,41284200
2019-04-10,900.000000,910.000000,890.000000,895.000000,880.566711,36921100
2019-04-11,900.000000,905.000000,890.000000,900.000000,885.486084,30009000
2019-04-12,885.000000,890.000000,875.000000,880.000000,865.808594,33221800
2019-04-15,880.000000,890.000000,880.000000,885.000000,870.727966,30757400
2019-04-16,880.000000,900.000000,880.000000,895.000000,880.566711,27035500
2019-04-17,895.000000,895.000000,895.000000,895.000000,880.566711,0
2019-04-18,905.000000,910.000000,885.000000,885.000000,870.727966,41688500
2019-04-19,885.000000,885.000000,885.000000,885.000000,870.727966,0
2019-04-22,880.000000,890.000000,850.000000,855.000000,841.211792,75543000
2019-04-23,860.000000,890.000000,855.000000,890.000000,875.647339,54820700
2019-04-24,890.000000,890.000000,875.000000,880.000000,865.808594,28625000
2019-04-25,880.000000,885.000000,865.000000,870.000000,855.969910,28515800
2019-04-26,865.000000,880.000000,865.000000,875.000000,860.889221,33910900
2019-04-29,875.000000,885.000000,870.000000,875.000000,860.889221,26437700
2019-04-30,875.000000,880.000000,855.000000,865.000000,851.050537,47939900
2019-05-01,865.000000,865.000000,865.000000,865.000000,851.050537,0
2019-05-02,865.000000,870.000000,815.000000,820.000000,806.776184,105857000
2019-05-03,820.000000,825.000000,785.000000,790.000000,777.260010,95259500
2019-05-06,780.000000,780.000000,745.000000,760.000000,760.000000,83337600
2019-05-07,765.000000,780.000000,765.000000,765.000000,765.000000,37394800
2019-05-08,755.000000,770.000000,750.000000,765.000000,765.000000,38541800
2019-05-09,765.000000,770.000000,730.000000,730.000000,730.000000,55956100
2019-05-10,740.000000,750.000000,720.000000,745.000000,745.000000,57424000
